AMOUNT,FIRST_NAME,LAST_NAME,POSITION,SLOT,TEAM,YEARS_EXP,ROUND,ROSTER_ID,PLAYER_ID,PICKED_BY,PICK_NO,IS_KEEPER,DRAFT_SLOT,DRAFT_ID,FULL_NAME,KEEPER_COST
35,A.J.,Brown,WR,10,PHI,5,5,2,5859,1136833254469943296,54,,10,1124814687217676289,A.J. Brown,
35,Dak,Prescott,QB,4,DAL,8,5,7,3294,474645081496743936,55,,4,1124814687217676289,Dak Prescott,
26,James,Conner,RB,9,ARI,7,5,1,4137,854978436689702912,56,,9,1124814687217676289,James Conner,
30,Jared,Goff,QB,9,DET,8,5,1,3163,854978436689702912,57,,9,1124814687217676289,Jared Goff,
17,Aaron,Rodgers,QB,11,NYJ,19,5,8,96,855525475735449600,58,,11,1124814687217676289,Aaron Rodgers,
42,Saquon,Barkley,RB,8,PHI,6,5,11,4866,855578400897748992,59,,8,1124814687217676289,Saquon Barkley,
38,Travis,Etienne,RB,10,JAX,3,5,2,7543,1136833254469943296,60,,10,1124814687217676289,Travis Etienne,
17,Zamir,White,RB,7,LV,2,6,6,8139,855126842598858752,61,,7,1124814687217676289,Zamir White,
16,Terry,McLaurin,WR,5,WAS,5,6,12,5927,86966669985333248,62,,5,1124814687217676289,Terry McLaurin,
18,Mark,Andrews,TE,7,BAL,6,6,6,5012,855126842598858752,63,,7,1124814687217676289,Mark Andrews,
29,Brock,Purdy,QB,5,SF,2,6,12,8183,86966669985333248,64,,5,1124814687217676289,Brock Purdy,
16,Deshaun,Watson,QB,7,CLE,7,6,6,4017,855126842598858752,65,,7,1124814687217676289,Deshaun Watson,
22,Davante,Adams,WR,2,LV,10,6,10,2133,468977651244068864,66,,2,1124814687217676289,Davante Adams,
33,Kenneth,Walker,RB,12,SEA,2,6,5,8151,710307353332871168,67,,12,1124814687217676289,Kenneth Walker,
12,George,Kittle,TE,11,SF,7,6,8,4217,855525475735449600,68,,11,1124814687217676289,George Kittle,
26,David,Montgomery,RB,10,DET,5,6,2,5892,1136833254469943296,69,,10,1124814687217676289,David Montgomery,
18,Malik,Nabers,WR,12,NYG,0,6,5,11632,710307353332871168,70,,12,1124814687217676289,Malik Nabers,
25,Justin,Herbert,QB,10,LAC,4,6,2,6797,1136833254469943296,71,,10,1124814687217676289,Justin Herbert,
20,Alvin,Kamara,RB,1,NO,7,6,3,4035,464859920353718272,72,,1,1124814687217676289,Alvin Kamara,
9,Keenan,Allen,WR,11,CHI,11,7,8,1479,855525475735449600,73,,11,1124814687217676289,Keenan Allen,
41,Derrick,Henry,RB,2,BAL,8,7,10,3198,468977651244068864,74,,2,1124814687217676289,Derrick Henry,
21,Deebo,Samuel,WR,4,SF,5,7,7,5872,474645081496743936,75,,4,1124814687217676289,Deebo Samuel,
5,J.K.,Dobbins,RB,11,LAC,4,7,8,6806,855525475735449600,76,,11,1124814687217676289,J.K. Dobbins,
18,Matthew,Stafford,QB,4,LAR,15,7,7,421,474645081496743936,77,,4,1124814687217676289,Matthew Stafford,
28,Rachaad,White,RB,7,TB,2,7,6,8136,855126842598858752,78,,7,1124814687217676289,Rachaad White,
21,Mike,Evans,WR,6,TB,10,7,4,2216,855170543408758784,79,,6,1124814687217676289,Mike Evans,
7,Taysom,Hill,TE,8,NO,7,7,11,4381,855578400897748992,80,,8,1124814687217676289,Taysom Hill,
17,Aaron,Jones,RB,1,MIN,7,7,3,4199,464859920353718272,81,,1,1124814687217676289,Aaron Jones,
10,Xavier,Worthy,WR,9,KC,0,7,1,11624,854978436689702912,82,,9,1124814687217676289,Xavier Worthy,
21,Tua,Tagovailoa,QB,6,MIA,4,7,4,6768,855170543408758784,83,,6,1124814687217676289,Tua Tagovailoa,
12,Amari,Cooper,WR,7,CLE,9,7,6,2309,855126842598858752,84,,7,1124814687217676289,Amari Cooper,
12,George,Pickens,WR,8,PIT,2,8,11,8137,855578400897748992,85,,8,1124814687217676289,George Pickens,
18,Jaylen,Waddle,WR,6,MIA,3,8,4,7526,855170543408758784,86,,6,1124814687217676289,Jaylen Waddle,
19,DeVonta,Smith,WR,9,PHI,3,8,1,7525,854978436689702912,87,,9,1124814687217676289,DeVonta Smith,
10,Javonte,Williams,RB,5,DEN,3,8,12,7588,86966669985333248,88,,5,1124814687217676289,Javonte Williams,
21,Cooper,Kupp,WR,1,LAR,7,8,3,4039,464859920353718272,89,,1,1124814687217676289,Cooper Kupp,
24,DK,Metcalf,WR,8,SEA,5,8,11,5846,855578400897748992,90,,8,1124814687217676289,DK Metcalf,
16,Calvin,Ridley,WR,8,TEN,6,8,11,4981,855578400897748992,91,,8,1124814687217676289,Calvin Ridley,
5,Ladd,McConkey,WR,11,LAC,0,8,8,11635,855525475735449600,92,,11,1124814687217676289,Ladd McConkey,
6,Christian,Watson,WR,12,GB,2,8,5,8167,710307353332871168,93,,12,1124814687217676289,Christian Watson,
14,Tee,Higgins,WR,10,CIN,4,8,2,6801,1136833254469943296,94,,10,1124814687217676289,Tee Higgins,
1,Romeo,Doubs,WR,12,GB,2,8,5,8121,710307353332871168,95,,12,1124814687217676289,Romeo Doubs,
2,Bucky,Irving,RB,12,TB,0,8,5,11584,710307353332871168,96,,12,1124814687217676289,Bucky Irving,
11,Chris,Godwin,WR,4,TB,7,9,7,4037,474645081496743936,97,,4,1124814687217676289,Chris Godwin,
8,Brock,Bowers,TE,8,LV,0,9,11,11604,855578400897748992,98,,8,1124814687217676289,Brock Bowers,
7,Diontae,Johnson,WR,10,CAR,5,9,2,5937,1136833254469943296,99,,10,1124814687217676289,Diontae Johnson,
3,Zach,Charbonnet,RB,11,SEA,1,9,8,9753,855525475735449600,100,,11,1124814687217676289,Zach Charbonnet,
7,Geno,Smith,QB,9,SEA,11,9,1,1373,854978436689702912,101,,9,1124814687217676289,Geno Smith,
11,Zay,Flowers,WR,6,BAL,1,9,4,9997,855170543408758784,102,,6,1124814687217676289,Zay Flowers,
10,Kyle,Pitts,TE,12,ATL,3,9,5,7553,710307353332871168,103,,12,1124814687217676289,Kyle Pitts,
8,Baker,Mayfield,QB,10,TB,6,9,2,4892,1136833254469943296,104,,10,1124814687217676289,Baker Mayfield,
12,D'Andre,Swift,RB,9,CHI,4,9,1,6790,854978436689702912,105,,9,1124814687217676289,D'Andre Swift,
7,Keon,Coleman,WR,11,BUF,0,9,8,11637,855525475735449600,106,,11,1124814687217676289,Keon Coleman,
9,Tony,Pollard,RB,8,TEN,5,9,11,5967,855578400897748992,107,,8,1124814687217676289,Tony Pollard,
4,San Francisco,49ers,DEF,11,SF,,9,8,SF,855525475735449600,108,,11,1124814687217676289,San Francisco 49ers,
8,Jordan,Addison,WR,3,MIN,1,10,9,9756,855529946632798208,109,,3,1124814687217676289,Jordan Addison,
14,Rashee,Rice,WR,6,KC,1,10,4,10229,855170543408758784,110,,6,1124814687217676289,Rashee Rice,
15,Christian,Kirk,WR,4,JAX,6,10,7,4950,474645081496743936,111,,4,1124814687217676289,Christian Kirk,
6,Trey,Benson,RB,9,ARI,0,10,1,11589,854978436689702912,112,,9,1124814687217676289,Trey Benson,
15,Kirk,Cousins,QB,3,ATL,12,10,9,1166,855529946632798208,113,,3,1124814687217676289,Kirk Cousins,
5,Jayden,Reed,WR,7,GB,1,10,6,10222,855126842598858752,114,,7,1124814687217676289,Jayden Reed,
17,Brian,Robinson,RB,8,WAS,2,10,11,8154,855578400897748992,115,,8,1124814687217676289,Brian Robinson,
1,Seattle,Seahawks,DEF,9,SEA,,10,1,SEA,854978436689702912,116,,9,1124814687217676289,Seattle Seahawks,
8,David,Njoku,TE,7,CLE,7,10,6,4033,855126842598858752,117,,7,1124814687217676289,David Njoku,
11,Jaylen,Warren,RB,7,PIT,2,10,6,8228,855126842598858752,118,,7,1124814687217676289,Jaylen Warren,
4,Drake,Maye,QB,8,NE,0,10,11,11564,855578400897748992,119,,8,1124814687217676289,Drake Maye,
19,Raheem,Mostert,RB,7,MIA,9,10,6,2749,855126842598858752,120,,7,1124814687217676289,Raheem Mostert,
5,Courtland,Sutton,WR,3,DEN,6,11,9,5045,855529946632798208,121,,3,1124814687217676289,Courtland Sutton,
2,New York,Jets,DEF,3,NYJ,,11,9,NYJ,855529946632798208,122,,3,1124814687217676289,New York Jets,
1,Cincinnati,Bengals,DEF,4,CIN,,11,7,CIN,474645081496743936,123,,4,1124814687217676289,Cincinnati Bengals,
6,Bryce,Young,QB,6,CAR,1,11,4,9228,855170543408758784,124,,6,1124814687217676289,Bryce Young,
3,Chicago,Bears,DEF,6,CHI,,11,4,CHI,855170543408758784,125,,6,1124814687217676289,Chicago Bears,
15,Zack,Moss,RB,7,CIN,4,11,6,6845,855126842598858752,126,,7,1124814687217676289,Zack Moss,
3,Baltimore,Ravens,DEF,8,BAL,,11,11,BAL,855578400897748992,127,,8,1124814687217676289,Baltimore Ravens,
4,Gus,Edwards,RB,1,LAC,6,11,3,5248,464859920353718272,128,,1,1124814687217676289,Gus Edwards,
2,Dallas,Goedert,TE,11,PHI,6,11,8,5022,855525475735449600,129,,11,1124814687217676289,Dallas Goedert,
3,Austin,Ekeler,RB,10,WAS,7,11,2,4663,1136833254469943296,130,,10,1124814687217676289,Austin Ekeler,
3,Ray,Davis,RB,6,BUF,0,11,4,11575,855170543408758784,131,,6,1124814687217676289,Ray Davis,
3,Andrei,Iosivas,WR,1,CIN,1,11,3,10226,464859920353718272,132,,1,1124814687217676289,Andrei Iosivas,
5,Jerome,Ford,RB,8,CLE,2,12,11,8143,855578400897748992,133,,8,1124814687217676289,Jerome Ford,
7,Jonathon,Brooks,RB,2,CAR,0,12,10,11583,468977651244068864,134,,2,1124814687217676289,Jonathon Brooks,
2,Jakobi,Meyers,WR,4,LV,5,12,7,5947,474645081496743936,135,,4,1124814687217676289,Jakobi Meyers,
2,Mike,Williams,WR,1,NYJ,7,12,3,4068,464859920353718272,136,,1,1124814687217676289,Mike Williams,
10,Chase,Brown,RB,8,CIN,1,12,11,9224,855578400897748992,137,,8,1124814687217676289,Chase Brown,
3,DeAndre,Hopkins,WR,3,TEN,11,12,9,1426,855529946632798208,138,,3,1124814687217676289,DeAndre Hopkins,
7,Brian,Thomas,WR,8,JAX,0,12,11,11631,855578400897748992,139,,8,1124814687217676289,Brian Thomas,
5,Nick,Chubb,RB,6,CLE,6,12,4,4988,855170543408758784,140,,6,1124814687217676289,Nick Chubb,
7,Jaxon,Smith-Njigba,WR,2,SEA,1,12,10,9488,468977651244068864,141,,2,1124814687217676289,Jaxon Smith-Njigba,
5,Jameson,Williams,WR,3,DET,2,12,9,8148,855529946632798208,142,,3,1124814687217676289,Jameson Williams,
2,Tyler,Allgeier,RB,4,ATL,2,12,7,8132,474645081496743936,143,,4,1124814687217676289,Tyler Allgeier,
1,Cleveland,Browns,DEF,1,CLE,,12,3,CLE,464859920353718272,144,,1,1124814687217676289,Cleveland Browns,
2,Ezekiel,Elliott,RB,6,DAL,8,13,4,3164,855170543408758784,145,,6,1124814687217676289,Ezekiel Elliott,
5,Tyjae,Spears,RB,4,TEN,1,13,7,9508,474645081496743936,146,,4,1124814687217676289,Tyjae Spears,
4,Khalil,Herbert,RB,4,CHI,3,13,7,7608,474645081496743936,147,,4,1124814687217676289,Khalil Herbert,
1,Ja'Lynn,Polk,WR,5,NE,0,13,12,11619,86966669985333248,148,,5,1124814687217676289,Ja'Lynn Polk,
3,Jaylen,Wright,RB,6,MIA,0,13,4,11643,855170543408758784,149,,6,1124814687217676289,Jaylen Wright,
2,Tyler,Lockett,WR,12,SEA,9,13,5,2374,710307353332871168,150,,12,1124814687217676289,Tyler Lockett,
1,Dalton,Schultz,TE,9,HOU,6,13,1,5001,854978436689702912,151,,9,1124814687217676289,Dalton Schultz,
1,Pat,Freiermuth,TE,10,PIT,3,13,2,7600,1136833254469943296,152,,10,1124814687217676289,Pat Freiermuth,
2,Curtis,Samuel,WR,3,BUF,7,13,9,4082,855529946632798208,153,,3,1124814687217676289,Curtis Samuel,
3,Jaleel,McLaughlin,RB,12,DEN,1,13,5,11439,710307353332871168,154,,12,1124814687217676289,Jaleel McLaughlin,
7,Bo,Nix,QB,4,DEN,0,13,7,11563,474645081496743936,155,,4,1124814687217676289,Bo Nix,
3,T.J.,Hockenson,TE,3,MIN,5,13,9,5844,855529946632798208,156,,3,1124814687217676289,T.J. Hockenson,
2,Khalil,Shakir,WR,12,BUF,2,14,5,8134,710307353332871168,157,,12,1124814687217676289,Khalil Shakir,
1,Hollywood,Brown,WR,5,KC,5,14,12,5848,86966669985333248,158,,5,1124814687217676289,Hollywood Brown,
1,Adonai,Mitchell,WR,6,IND,0,14,4,11625,855170543408758784,159,,6,1124814687217676289,Adonai Mitchell,
1,Rashid,Shaheed,WR,7,NO,2,14,6,8676,855126842598858752,160,,7,1124814687217676289,Rashid Shaheed,
2,Joshua,Palmer,WR,12,LAC,3,14,5,7670,710307353332871168,161,,12,1124814687217676289,Joshua Palmer,
2,Chuba,Hubbard,RB,2,CAR,3,14,10,7594,468977651244068864,162,,2,1124814687217676289,Chuba Hubbard,
1,Jerry,Jeudy,WR,11,CLE,4,14,8,6783,855525475735449600,163,,11,1124814687217676289,Jerry Jeudy,
1,Pittsburgh,Steelers,DEF,12,PIT,,14,5,PIT,710307353332871168,164,,12,1124814687217676289,Pittsburgh Steelers,
4,Michael,Penix,QB,9,ATL,0,14,1,11559,854978436689702912,165,,9,1124814687217676289,Michael Penix,
1,Ty,Chandler,RB,2,MIN,2,14,10,8230,468977651244068864,166,,2,1124814687217676289,Ty Chandler,
1,Cole,Kmet,TE,3,CHI,4,14,9,6826,855529946632798208,167,,3,1124814687217676289,Cole Kmet,
2,Dontayvion,Wicks,WR,6,GB,1,14,4,9486,855170543408758784,168,,6,1124814687217676289,Dontayvion Wicks,
2,Xavier,Legette,WR,9,CAR,0,15,1,11626,854978436689702912,169,,9,1124814687217676289,Xavier Legette,
1,Brandin,Cooks,WR,9,DAL,10,15,1,2197,854978436689702912,170,,9,1124814687217676289,Brandin Cooks,
1,Jahan,Dotson,WR,10,PHI,2,15,2,8119,1136833254469943296,171,,10,1124814687217676289,Jahan Dotson,
1,Gabe,Davis,WR,11,JAX,4,15,8,6943,855525475735449600,172,,11,1124814687217676289,Gabe Davis,
1,Tyrone,Tracy,RB,1,NYG,0,15,3,11655,464859920353718272,173,,1,1124814687217676289,Tyrone Tracy,
1,Rico,Dowdle,RB,2,DAL,4,15,10,7021,468977651244068864,174,,2,1124814687217676289,Rico Dowdle,
1,Antonio,Gibson,RB,3,NE,4,15,9,6945,855529946632798208,175,,3,1124814687217676289,Antonio Gibson,
1,MarShawn,Lloyd,RB,5,GB,0,15,12,11581,86966669985333248,176,,5,1124814687217676289,MarShawn Lloyd,
1,Josh,Downs,WR,7,IND,1,15,6,9500,855126842598858752,177,,7,1124814687217676289,Josh Downs,
1,J.J.,McCarthy,QB,9,MIN,0,15,1,11565,854978436689702912,178,,9,1124814687217676289,J.J. McCarthy,
1,Kimani,Vidal,RB,10,LAC,0,15,2,11647,1136833254469943296,179,,10,1124814687217676289,Kimani Vidal,
1,Dameon,Pierce,RB,11,HOU,2,15,8,8129,855525475735449600,180,,11,1124814687217676289,Dameon Pierce,
1,Justin,Fields,QB,1,PIT,3,16,3,7591,464859920353718272,181,,1,1124814687217676289,Justin Fields,
1,Sam,Darnold,QB,2,MIN,6,16,10,4943,468977651244068864,182,,2,1124814687217676289,Sam Darnold,
1,Braelon,Allen,RB,5,NYJ,0,16,12,11576,86966669985333248,183,,5,1124814687217676289,Braelon Allen,
1,Tampa Bay,Buccaneers,DEF,7,TB,,16,6,TB,855126842598858752,184,,7,1124814687217676289,Tampa Bay Buccaneers,
1,Quentin,Johnston,WR,10,LAC,1,16,2,9754,1136833254469943296,185,,10,1124814687217676289,Quentin Johnston,
1,Roschon,Johnson,RB,11,CHI,1,16,8,10235,855525475735449600,186,,11,1124814687217676289,Roschon Johnson,
1,Derek,Carr,QB,2,NO,10,16,10,2028,468977651244068864,187,,2,1124814687217676289,Derek Carr,
1,Daniel,Jones,QB,5,NYG,5,16,12,5870,86966669985333248,188,,5,1124814687217676289,Daniel Jones,
1,Philadelphia,Eagles,DEF,10,PHI,,16,2,PHI,1136833254469943296,189,,10,1124814687217676289,Philadelphia Eagles,
1,Buffalo,Bills,DEF,2,BUF,,16,10,BUF,468977651244068864,190,,2,1124814687217676289,Buffalo Bills,
1,Jordan,Mason,RB,5,SF,2,16,12,8408,86966669985333248,191,,5,1124814687217676289,Jordan Mason,
1,Audric,Estime,RB,5,DEN,0,16,12,11579,86966669985333248,192,,5,1124814687217676289,Audric Estime,
